name	freq
LTR:ERV1:MER92	985
LTR:ERV1:MER92A	160
LTR:ERV1:MER92B	851
LTR:ERV1:MER92C	126
LTR:ERV1:MER92D	228
LTR:ERV1:MER95	143
LTR:ERV1:PABL_A	971
LTR:ERV1:PABL_B	649
LTR:ERV1:PRIMA4	415
LTR:ERV1:PRIMA41	498
LTR:ERV1:PRIMA4_LTR	349
LTR:ERV1:PRIMAX	84
LTR:ERV1:PrimLTR79	147
LTR:ERVK:HERVK	288
LTR:ERVK:HERVK11	302
LTR:ERVK:HERVK11D	43
LTR:ERVK:HERVK13	66
LTR:ERVK:HERVK14	437
LTR:ERVK:HERVK14C	84
LTR:ERVK:HERVK22	472
LTR:ERVK:HERVK3	368
LTR:ERVK:HERVK9	738
LTR:ERVK:HERVKC4	50
LTR:ERVK:LTR13	527
LTR:ERVK:LTR13A	215
LTR:ERVK:LTR13_	48
LTR:ERVK:LTR14	98
LTR:ERVK:LTR14A	149
LTR:ERVK:LTR14B	376
LTR:ERVK:LTR14C	143
LTR:ERVK:LTR22	109
LTR:ERVK:LTR22A	172
LTR:ERVK:LTR22B	162
LTR:ERVK:LTR22B1	160
LTR:ERVK:LTR22B2	41
LTR:ERVK:LTR22C	17
LTR:ERVK:LTR22C0	113
LTR:ERVK:LTR22C2	84
LTR:ERVK:LTR22E	121
LTR:ERVK:LTR3	102
LTR:ERVK:LTR3A	179
LTR:ERVK:LTR3B	90
LTR:ERVK:LTR3B_	283
LTR:ERVK:LTR5	27
LTR:ERVK:LTR5A	350
LTR:ERVK:LTR5B	494
LTR:ERVK:LTR5_Hs	710
LTR:ERVK:MER11A	1012
LTR:ERVK:MER11B	505
LTR:ERVK:MER11C	976
LTR:ERVK:MER11D	270
LTR:ERVK:MER9B	39
LTR:ERVK:MER9a1	358
LTR:ERVK:MER9a2	328
LTR:ERVK:MER9a3	600
LTR:ERVL-MaLR:MLT	402
LTR:ERVL-MaLR:MLT1	256
LTR:ERVL-MaLR:MLT1A	9956
LTR:ERVL-MaLR:MLT1A0	22575
LTR:ERVL-MaLR:MLT1A1	7470
LTR:ERVL-MaLR:MLT1B	19371
LTR:ERVL-MaLR:MLT1C	20898
LTR:ERVL-MaLR:MLT1C2	238
LTR:ERVL-MaLR:MLT1D	22993
LTR:ERVL-MaLR:MLT1E	924
LTR:ERVL-MaLR:MLT1E1	1154
LTR:ERVL-MaLR:MLT1E1A	3608
LTR:ERVL-MaLR:MLT1E2	4257
LTR:ERVL-MaLR:MLT1E3	2188
LTR:ERVL-MaLR:MLT1F	4967
LTR:ERVL-MaLR:MLT1F1	3555
LTR:ERVL-MaLR:MLT1F2	6552
LTR:ERVL-MaLR:MLT1G	3032
LTR:ERVL-MaLR:MLT1G1	4028
LTR:ERVL-MaLR:MLT1G3	3091
LTR:ERVL-MaLR:MLT1H	11148
LTR:ERVL-MaLR:MLT1H1	4265
LTR:ERVL-MaLR:MLT1H2	5287
LTR:ERVL-MaLR:MLT1I	12036
LTR:ERVL-MaLR:MLT1J	16934
LTR:ERVL-MaLR:MLT1J1	5636
LTR:ERVL-MaLR:MLT1J2	7476
LTR:ERVL-MaLR:MLT1K	18126
LTR:ERVL-MaLR:MLT1L	12224
LTR:ERVL-MaLR:MLT1M	2215
LTR:ERVL-MaLR:MLT1N2	5750
LTR:ERVL-MaLR:MLT1O	5009
LTR:ERVL-MaLR:MST	227
LTR:ERVL-MaLR:MSTA	23939
LTR:ERVL-MaLR:MSTA1	572
LTR:ERVL-MaLR:MSTB	9854
LTR:ERVL-MaLR:MSTB1	5385
LTR:ERVL-MaLR:MSTB2	1737
LTR:ERVL-MaLR:MSTC	3553
LTR:ERVL-MaLR:MSTD	8677
LTR:ERVL-MaLR:THE1	222
LTR:ERVL-MaLR:THE1A	5884
LTR:ERVL-MaLR:THE1B	27582
LTR:ERVL-MaLR:THE1C	11972
LTR:ERVL-MaLR:THE1D	15807
LTR:ERVL:ERV3-16A3_I	6681
LTR:ERVL:ERV3-16A3_LTR	1115
LTR:ERVL:ERVL	884
LTR:ERVL:ERVL-B4	4268
LTR:ERVL:ERVL-E	8778
LTR:ERVL:ERVL47	215
LTR:ERVL:HERV16	1865
LTR:ERVL:HERVL	2454
LTR:ERVL:HERVL18	502
LTR:ERVL:HERVL32	135
LTR:ERVL:HERVL40	1335
LTR:ERVL:HERVL66	145
LTR:ERVL:HERVL74	398
LTR:ERVL:LTR101_Mam	1163
LTR:ERVL:LTR102_Mam	535
LTR:ERVL:LTR105_Mam	667
LTR:ERVL:LTR108a_Mam	88
LTR:ERVL:LTR108b_Mam	55
LTR:ERVL:LTR108c_Mam	45
LTR:ERVL:LTR108d_Mam	68
LTR:ERVL:LTR108e_Mam	183
LTR:ERVL:LTR16	3107
LTR:ERVL:LTR16A	4291
LTR:ERVL:LTR16A1	2748
LTR:ERVL:LTR16A2	1841
LTR:ERVL:LTR16B	720
LTR:ERVL:LTR16B1	1219
LTR:ERVL:LTR16B2	1681
LTR:ERVL:LTR16C	6770
LTR:ERVL:LTR16D	1116
LTR:ERVL:LTR16D1	198
LTR:ERVL:LTR16D2	336
LTR:ERVL:LTR16E1	2575
LTR:ERVL:LTR16E2	2292
LTR:ERVL:LTR18A	198
LTR:ERVL:LTR18B	384
LTR:ERVL:LTR18C	78
LTR:ERVL:LTR21C	36
LTR:ERVL:LTR32	1267
LTR:ERVL:LTR33	9309
LTR:ERVL:LTR33A	2261
LTR:ERVL:LTR33A_	1890
LTR:ERVL:LTR33B	1644
LTR:ERVL:LTR33C	944
LTR:ERVL:LTR40A1	574
LTR:ERVL:LTR40a	2053
LTR:ERVL:LTR40b	1158
LTR:ERVL:LTR40c	619
LTR:ERVL:LTR41	1225
LTR:ERVL:LTR41B	887
LTR:ERVL:LTR41C	786
LTR:ERVL:LTR42	339
LTR:ERVL:LTR47A	699
LTR:ERVL:LTR47A2	298
LTR:ERVL:LTR47B	43
LTR:ERVL:LTR47B2	179
LTR:ERVL:LTR47B3	123
LTR:ERVL:LTR47B4	106
LTR:ERVL:LTR50	2642
LTR:ERVL:LTR52	1302
LTR:ERVL:LTR53	881
LTR:ERVL:LTR53B	204
LTR:ERVL:LTR57	676
LTR:ERVL:LTR62	338
LTR:ERVL:LTR66	433
LTR:ERVL:LTR67B	3737
LTR:ERVL:LTR69	148
LTR:ERVL:LTR75	321
LTR:ERVL:LTR75B	203
LTR:ERVL:LTR79	3957
LTR:ERVL:LTR80A	422
LTR:ERVL:LTR80B	498
LTR:ERVL:LTR82A	1050
LTR:ERVL:LTR82B	1175
LTR:ERVL:LTR83	739
LTR:ERVL:LTR84a	685
LTR:ERVL:LTR84b	1232
LTR:ERVL:LTR86A1	540
LTR:ERVL:LTR86A2	316
LTR:ERVL:LTR86B1	298
LTR:ERVL:LTR86B2	276
LTR:ERVL:LTR86C	303
LTR:ERVL:LTR91	334
LTR:ERVL:MER21	1083
LTR:ERVL:MER21A	2092
LTR:ERVL:MER21B	2924
LTR:ERVL:MER21C	5882
LTR:ERVL:MER54A	790
LTR:ERVL:MER54B	448
LTR:ERVL:MER68	1944
LTR:ERVL:MER68B	472
LTR:ERVL:MER68C	169
LTR:ERVL:MER70	285
LTR:ERVL:MER70A	564
LTR:ERVL:MER70B	1230
LTR:ERVL:MER70C	290
LTR:ERVL:MER73	290
LTR:ERVL:MER74A	1662
LTR:ERVL:MER74B	983
LTR:ERVL:MER74C	233
LTR:ERVL:MER76	888
LTR:ERVL:MER77	1412
LTR:ERVL:MER77B	1294
LTR:ERVL:MER88	113
LTR:ERVL:MLT2A1	3873
LTR:ERVL:MLT2A2	3980
LTR:ERVL:MLT2B1	4570
LTR:ERVL:MLT2B2	2270
LTR:ERVL:MLT2B3	3413
LTR:ERVL:MLT2B4	4792
LTR:ERVL:MLT2B5	379
LTR:ERVL:MLT2C1	2713
LTR:ERVL:MLT2C2	1403
LTR:ERVL:MLT2D	4652
LTR:ERVL:MLT2E	419
LTR:ERVL:MLT2F	1951
LTR:Gypsy:LTR104_Mam	1911
LTR:Gypsy:LTR81	342
LTR:Gypsy:LTR81A	990
LTR:Gypsy:LTR81AB	275
LTR:Gypsy:LTR81B	1165
LTR:Gypsy:LTR81C	656
LTR:Gypsy:MamGyp	693
LTR:Gypsy:MamGypLTR1a	1080
LTR:Gypsy:MamGypLTR1b	1184
LTR:Gypsy:MamGypLTR1c	1098
LTR:Gypsy:MamGypLTR1d	767
LTR:Gypsy:MamGypLTR2b	863
LTR:Gypsy:MamGypLTR2c	1037
LTR:Gypsy:MamGypLTR3	652
LTR:Gypsy:MamGypLTR3a	1320
LTR:Gypsy:MamGypLTR4	14
LTR:Gypsy:MamGypsy2-I	2331
LTR:Gypsy:MamGypsy2-LTR	877
LTR:LTR:EUTREP16	2
LTR:LTR:EUTREP8	4
LTR:LTR:LTR106_Mam	659
LTR:LTR:LTR107_Mam	426
LTR:LTR:LTR90A	385
LTR:LTR:LTR90B	509
LTR:LTR:LTR91	16
LTR:LTR:LTR91A	29
LTR:LTR:MamRep1527	1287
Retroposon:SVA:SVA_A	1147
Retroposon:SVA:SVA_B	873
Retroposon:SVA:SVA_C	527
Retroposon:SVA:SVA_D	1583
Retroposon:SVA:SVA_E	709
Retroposon:SVA:SVA_F	1043
SINE:5S-Deu-L2:AmnSINE1	2571
SINE:Alu:Alu	4832
SINE:Alu:AluJb	133971
SINE:Alu:AluJo	82251
SINE:Alu:AluJr	90639
SINE:Alu:AluJr4	21197
SINE:Alu:AluSc	36923
SINE:Alu:AluSc5	7075
SINE:Alu:AluSc8	23378
SINE:Alu:AluSg	39546
SINE:Alu:AluSg4	7937
SINE:Alu:AluSg7	9268
SINE:Alu:AluSp	55158
SINE:Alu:AluSq	20095
SINE:Alu:AluSq10	2205
SINE:Alu:AluSq2	64849
SINE:Alu:AluSq4	1931
SINE:Alu:AluSx	125566
SINE:Alu:AluSx1	125768
SINE:Alu:AluSx3	34997
SINE:Alu:AluSx4	11738
SINE:Alu:AluSz	110139
SINE:Alu:AluSz6	50772
SINE:Alu:AluY	112933
SINE:Alu:AluYa5	4044
SINE:Alu:AluYa8	375
SINE:Alu:AluYb10	15
SINE:Alu:AluYb11	2
SINE:Alu:AluYb8	3010
SINE:Alu:AluYb8a1	9
SINE:Alu:AluYb9	344
SINE:Alu:AluYc	4908
SINE:Alu:AluYc3	572
SINE:Alu:AluYd8	245
SINE:Alu:AluYe5	1402
SINE:Alu:AluYe6	205
SINE:Alu:AluYf1	2066
SINE:Alu:AluYg6	910
SINE:Alu:AluYh3	2810
SINE:Alu:AluYh3a3	342
SINE:Alu:AluYh7	189
SINE:Alu:AluYh9	167
SINE:Alu:AluYi6	476
SINE:Alu:AluYi6_4d	153
SINE:Alu:AluYj4	3917
SINE:Alu:AluYk11	1343
SINE:Alu:AluYk12	219
SINE:Alu:AluYk2	963
SINE:Alu:AluYk3	1309
SINE:Alu:AluYk4	1069
SINE:Alu:AluYm1	5132
SINE:Alu:FAM	4375
SINE:Alu:FLAM_A	15075
SINE:Alu:FLAM_C	25594
SINE:Alu:FRAM	8017
SINE:MIR:MIR	178961
SINE:MIR:MIR1_Amn	12001
SINE:MIR:MIR3	88534
SINE:MIR:MIRb	228066
SINE:MIR:MIRc	103041
SINE:tRNA-Deu:AmnSINE2	639
SINE:tRNA-RTE:MamSINE1	5649
SINE:tRNA:LFSINE_Vert	2285
